"baseMean","log2FoldChange","lfcSE","pvalue","padj","gene_id","ensembl_id","SYMBOL","GENENAME","ENTREZID","significance","neg_log10_padj","label"
981.634943440436,6.28886062241456,0.215912957049951,2.89988287279451e-187,4.01894767340592e-183,"ENSG00000109906","ENSG00000109906","ZBTB16","zinc finger and BTB domain containing 16","7704","Upregulated",182.395887648274,"ZBTB16"
3282.50057871818,2.95424951965388,0.123353025926317,6.171982311947e-129,4.27687514306367e-125,"ENSG00000120129","ENSG00000120129","DUSP1","dual specificity phosphatase 1","1843","Upregulated",124.368873428132,"DUSP1"
2433.56254590398,3.46120139348877,0.151782552015008,1.04502383327669e-117,4.82766176846056e-114,"ENSG00000189221","ENSG00000189221","MAOA","monoamine oxidase A","4128","Upregulated",113.31626316468,"MAOA"
14075.0453753175,3.71821281281505,0.164906702785849,4.88375353259827e-116,1.69209850520698e-112,"ENSG00000101347","ENSG00000101347","SAMHD1","SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1","25939","Upregulated",111.771574358187,"SAMHD1"
12442.9716272704,3.75479049133781,0.171536160826754,1.17745983515878e-109,3.26368317109312e-106,"ENSG00000211445","ENSG00000211445","GPX3","glutathione peroxidase 3","2878","Upregulated",105.486292007922,"GPX3"
2682.176941304,3.22908021548326,0.150149856088966,6.08350646702207e-105,1.40518860210765e-101,"ENSG00000196136","ENSG00000196136","SERPINA3","serpin family A member 3","12","Upregulated",100.852265381554,"SERPINA3"
982.01207591237,4.49687444431322,0.210649015423577,1.72260594827409e-104,3.41051369101866e-101,"ENSG00000152583","ENSG00000152583","SPARCL1","SPARC like 1","8404","Upregulated",100.467180202716,"SPARCL1"
3611.92369136875,2.19600065938618,0.10624054698582,1.75828108006953e-96,3.04600218608546e-93,"ENSG00000125148","ENSG00000125148","MT2A","metallothionein 2A","4502","Upregulated",92.516269789311,"MT2A"
29743.4436225115,2.34803809109463,0.115624062206156,1.54387837471269e-93,2.13966103951432e-90,"ENSG00000154734","ENSG00000154734","ADAMTS1","ADAM metallopeptidase with thrombospondin type 1 motif 1","9510","Upregulated",89.6696550211967,"ADAMTS1"
1225.52207678537,2.18290659129182,0.108184509608431,6.75523906897858e-92,8.51098711427038e-89,"ENSG00000139132","ENSG00000139132","FGD4","FYVE, RhoGEF and PH domain containing 4","121512","Upregulated",88.0700200670107,"FGD4"
